Region,Crop,Emotion,Post_Text,Date,Sentiment_Score,Price,Demand_Index,Temperature,Rainfall
Telangana,Rice,Fear,wilt,27-01-2025,0,4436.36,103,29.84,1.2
Andhra Pradesh,Sugarcane,Negative,pest attack,01-03-2025,-1,9077.06,129,37.91,9.17
Gujarat,Wheat,Negative,healthy crop,04-02-2025,-1,7281.64,115,31.36,8.7
Andhra Pradesh,Cotton,Sad,wilt,22-03-2025,-1,9303.7,134,26.53,9.06
Andhra Pradesh,Wheat,Happy,infection,30-05-2025,0,3762.81,107,29.32,8.13
Maharashtra,Soybean,Happy,borer,20-03-2025,1,6513.92,71,23.15,13.72
Punjab,Rice,Happy,aphid,07-02-2025,0,3638.49,95,27.92,0.98
Telangana,Sugarcane,Neutral,pest attack,14-04-2025,-1,8771.02,110,25,9.24
Punjab,Maize,Negative,pest attack,16-01-2025,1,9109.12,76,23.96,8.01
Gujarat,Wheat,Sad,disease,06-01-2025,1,10119.68,142,28.87,2.58
Punjab,Soybean,Negative,pest attack,29-04-2025,0,3354.46,105,36.43,7.9
Karnataka,Pulses,Fear,infection,01-04-2025,0,4503.01,85,28.92,2.97
Maharashtra,Cotton,Sad,borer,16-04-2025,0,9179.45,61,25.6,2.74
Andhra Pradesh,Cotton,Positive,rust,02-04-2025,-1,6101.5,84,38.25,10.05
Tamil Nadu,Sugarcane,Neutral,pest attack,23-03-2025,0,7179.81,149,25.62,16.17
Tamil Nadu,Soybean,Happy,infection,26-01-2025,1,4883.23,128,36.33,18.35
Karnataka,Cotton,Fear,aphid,14-02-2025,-1,4014.2,134,33.95,18.28
Karnataka,Soybean,Neutral,no issue,18-02-2025,-1,8594.8,103,30.84,3.51
Karnataka,Wheat,Positive,blight,04-06-2025,-1,4326.37,40,26.63,12.28
Punjab,Maize,Optimistic,infection,24-03-2025,-1,3287.35,130,38.34,15.49
Punjab,Soybean,Negative,aphid,30-06-2025,1,9772.58,72,26.73,6.45
Andhra Pradesh,Pulses,Angry,aphid,14-02-2025,1,8162.68,138,35.74,4.46
Maharashtra,Maize,Fear,wilt,26-06-2025,0,5061.62,50,38.98,18.97
Tamil Nadu,Rice,Neutral,no issue,23-03-2025,-1,9153.76,68,32.79,2.08
Tamil Nadu,Maize,Optimistic,disease,02-03-2025,0,5427.67,131,37.71,1.77
Gujarat,Soybean,Angry,pest attack,09-03-2025,0,4467.79,94,25.13,2.16
Karnataka,Rice,Fear,borer,18-04-2025,-1,9506.8,103,37.64,7.02
Tamil Nadu,Wheat,Angry,no issue,16-06-2025,0,8307.7,107,21.47,16.92
Telangana,Rice,Optimistic,wilt,27-01-2025,0,3519.4,98,23.22,1.5
Karnataka,Soybean,Angry,pest attack,21-04-2025,0,9597.1,105,23.14,2.03
Andhra Pradesh,Cotton,Fear,healthy crop,19-05-2025,0,4856.85,80,21.92,7.86
Maharashtra,Millets,Neutral,pest attack,03-04-2025,-1,2909.18,124,32.5,9.61
Karnataka,Rice,Happy,infection,13-06-2025,0,5042.68,64,26.17,7.95
Tamil Nadu,Sugarcane,Negative,healthy crop,10-04-2025,0,4294.17,97,23.73,0.89
Tamil Nadu,Millets,Sad,blight,10-03-2025,0,6949.73,139,33.35,1.71
Telangana,Pulses,Happy,healthy crop,16-01-2025,1,9149.26,113,39.31,13.74
Tamil Nadu,Cotton,Angry,wilt,21-01-2025,0,5763.63,54,30.04,18.01
Punjab,Maize,Negative,borer,14-02-2025,-1,9510,67,36.17,2.52
Tamil Nadu,Wheat,Fear,blight,10-06-2025,-1,3816.14,80,38.22,18.28
Karnataka,Wheat,Fear,healthy crop,12-04-2025,0,6864.38,116,29.16,17.47
Punjab,Pulses,Negative,rust,08-02-2025,-1,3819.81,137,39.3,2
Karnataka,Wheat,Sad,healthy crop,30-03-2025,0,9145.25,133,29.71,12.18
Karnataka,Maize,Sad,rust,06-02-2025,1,7563.87,111,20.78,17.79
Telangana,Cotton,Positive,borer,10-03-2025,0,9279.22,88,26.22,16.86
Punjab,Wheat,Happy,infection,18-03-2025,0,9819.54,91,25.39,8.34
Gujarat,Wheat,Happy,borer,24-02-2025,0,9394.03,112,35.19,17.34
Punjab,Rice,Neutral,disease,21-03-2025,0,7966.99,149,37.03,17.59
Karnataka,Maize,Happy,blight,15-01-2025,0,4746.43,96,34.09,5.48
Punjab,Millets,Fear,disease,24-06-2025,1,3388.44,136,28.92,19.21
Tamil Nadu,Soybean,Optimistic,infection,08-03-2025,0,8242.73,86,20.55,0.99
Punjab,Cotton,Happy,blight,23-06-2025,1,4677.43,125,20.4,15.61
Punjab,Rice,Angry,infection,15-06-2025,1,4472.58,88,25.05,16.1
Telangana,Sugarcane,Fear,rust,31-03-2025,-1,6069.34,78,33.54,16.49
Tamil Nadu,Wheat,Positive,healthy crop,19-06-2025,-1,9497.52,111,32.95,12.18
Telangana,Wheat,Angry,disease,28-03-2025,-1,9690.41,75,25.22,14.22
Gujarat,Sugarcane,Happy,infection,13-05-2025,-1,8078.38,116,28.08,6.39
Andhra Pradesh,Rice,Angry,wilt,08-03-2025,-1,9167.46,134,20.71,14.16
Maharashtra,Cotton,Optimistic,blight,25-06-2025,0,6742.45,135,27.17,6
Andhra Pradesh,Maize,Sad,disease,01-05-2025,-1,3743.88,111,35.26,3.66
Gujarat,Soybean,Negative,blight,01-04-2025,0,4563.3,103,35.76,6.63
Telangana,Sugarcane,Angry,disease,01-05-2025,1,3602.62,134,38.89,1.42
Andhra Pradesh,Wheat,Fear,healthy crop,18-03-2025,-1,5617.58,59,22.75,4.01
Tamil Nadu,Millets,Neutral,aphid,16-02-2025,1,8650.1,140,39.73,6.27
Karnataka,Rice,Angry,wilt,23-02-2025,-1,8194.63,137,23.17,15.7
Punjab,Wheat,Neutral,no issue,22-04-2025,-1,7253.73,101,27.67,0.75
Andhra Pradesh,Soybean,Positive,aphid,16-05-2025,0,4334.04,130,34.67,4.53
Telangana,Sugarcane,Neutral,disease,09-04-2025,0,6523.36,58,36.48,5.96
Telangana,Millets,Optimistic,rust,25-06-2025,1,10136.85,122,27.19,3.77
Punjab,Pulses,Positive,blight,27-02-2025,1,8216.42,153,20.44,10.09
Karnataka,Soybean,Positive,rust,13-06-2025,1,4997.47,66,31.88,0.96
Karnataka,Rice,Positive,disease,17-04-2025,-1,5985.48,72,29.49,3.06
Gujarat,Rice,Sad,rust,19-06-2025,-1,3502.8,119,32.11,2.74
Punjab,Wheat,Negative,wilt,30-01-2025,1,8692.87,137,23.99,5.26
Maharashtra,Cotton,Optimistic,rust,17-03-2025,1,4332.24,86,33.76,9.61
Andhra Pradesh,Rice,Positive,disease,29-01-2025,1,9080.43,79,38.99,15.59
Karnataka,Wheat,Sad,blight,27-04-2025,0,9920.66,109,21,16.26
Punjab,Rice,Sad,aphid,23-06-2025,0,5188.95,62,37.02,17.81
Karnataka,Maize,Neutral,aphid,02-04-2025,1,9552.71,94,37.57,1.86
Punjab,Soybean,Neutral,disease,13-04-2025,0,5801.75,99,33.8,9.56
Tamil Nadu,Maize,Negative,infection,28-06-2025,1,8381.19,80,22.07,18.22
Tamil Nadu,Millets,Neutral,no issue,08-04-2025,1,8676.42,147,37.6,14.55
Andhra Pradesh,Millets,Angry,disease,16-04-2025,0,6084.82,133,26.28,14.09
Gujarat,Cotton,Optimistic,healthy crop,14-05-2025,1,8041.34,115,33.23,4.97
Telangana,Pulses,Neutral,healthy crop,06-06-2025,1,3610.64,80,30.11,9.39
Tamil Nadu,Maize,Negative,borer,24-03-2025,-1,4392.21,46,30.14,11.01
Tamil Nadu,Pulses,Happy,disease,28-04-2025,1,6323.93,71,37.13,8.94
Karnataka,Millets,Positive,disease,14-04-2025,0,5886.37,50,36.52,15.84
Maharashtra,Sugarcane,Happy,borer,29-03-2025,1,5654.25,88,36.89,6.64
Punjab,Millets,Optimistic,borer,30-01-2025,0,3682.06,50,26.83,16.6
Punjab,Sugarcane,Optimistic,disease,12-01-2025,1,9476.62,151,34.85,8.18
Telangana,Cotton,Happy,disease,11-04-2025,0,4509.13,74,34.34,2.16
Tamil Nadu,Rice,Negative,borer,28-04-2025,-1,7317.96,57,39.28,0.09
Gujarat,Rice,Fear,no issue,04-05-2025,1,9726.81,82,33.84,3.47
Punjab,Maize,Negative,rust,18-06-2025,-1,6927.28,104,37.63,8.37
Maharashtra,Cotton,Sad,rust,29-03-2025,0,9793.44,67,22.76,12.05
Gujarat,Sugarcane,Optimistic,healthy crop,11-06-2025,1,4663.34,151,25.81,6.91
Gujarat,Maize,Neutral,healthy crop,19-05-2025,1,8024.66,74,35.22,11.25
Maharashtra,Pulses,Sad,rust,04-01-2025,0,6659.11,68,21.06,1.13
Telangana,Maize,Sad,wilt,07-02-2025,0,8875.67,87,24.08,10.82
Telangana,Millets,Negative,no issue,22-06-2025,0,8176.45,145,32.94,7.78
Maharashtra,Sugarcane,Positive,rust,10-04-2025,-1,5658.34,127,26.25,11.04
Karnataka,Sugarcane,Happy,no issue,24-04-2025,0,8809.88,140,34.19,7.35
Maharashtra,Cotton,Happy,wilt,25-04-2025,0,4241.98,73,39.25,14.7
Karnataka,Pulses,Positive,rust,13-03-2025,1,7022.2,134,36.92,0.11
Tamil Nadu,Maize,Positive,infection,24-03-2025,1,7432.89,140,32.31,13.24
Tamil Nadu,Soybean,Negative,aphid,15-05-2025,1,4676.51,68,35.73,3.19
Maharashtra,Pulses,Negative,aphid,26-02-2025,-1,8951.11,82,27.22,4.37
Punjab,Millets,Positive,disease,21-06-2025,0,5422.05,132,32.27,12.42
Karnataka,Soybean,Fear,disease,09-04-2025,-1,4551.34,43,38.23,16.44
Telangana,Millets,Angry,pest attack,17-03-2025,0,9287.97,115,21.65,1.92
Punjab,Rice,Negative,blight,21-06-2025,0,7406.6,137,28.48,2.08
Maharashtra,Pulses,Negative,infection,07-01-2025,1,6380.92,71,21.46,3.56
Telangana,Wheat,Happy,wilt,15-04-2025,0,5716.23,105,26.33,7.79
Karnataka,Rice,Negative,no issue,12-01-2025,-1,7791.66,104,22.12,15.74
Telangana,Wheat,Sad,borer,08-04-2025,-1,5533.65,100,23.13,4.4
Gujarat,Pulses,Sad,infection,18-03-2025,1,8023.86,153,32.96,19.15
Karnataka,Maize,Negative,pest attack,02-01-2025,0,7009.03,120,38.94,6.09
Gujarat,Soybean,Happy,rust,15-06-2025,-1,8831.72,63,24.42,16.69
Andhra Pradesh,Wheat,Neutral,no issue,14-01-2025,-1,8673.24,110,29.23,10.99
Telangana,Wheat,Sad,disease,20-02-2025,1,8276.56,102,27.14,13.43
Andhra Pradesh,Wheat,Sad,no issue,18-01-2025,-1,9137.27,97,26.57,13.19
Gujarat,Maize,Optimistic,aphid,20-04-2025,1,4343.12,160,24.43,14.8
Tamil Nadu,Sugarcane,Optimistic,infection,23-06-2025,1,8406.39,119,28.91,15.5
Tamil Nadu,Wheat,Neutral,no issue,21-01-2025,-1,8620.81,57,37.83,3.93
Gujarat,Wheat,Negative,pest attack,10-05-2025,-1,7158.86,114,28.1,11.8
Karnataka,Sugarcane,Angry,infection,04-04-2025,1,6025.78,135,34.66,5.82
Tamil Nadu,Wheat,Fear,aphid,09-05-2025,0,3074.14,128,33.68,15.14
Andhra Pradesh,Millets,Neutral,infection,25-05-2025,0,9640.98,68,34.72,9.67
Telangana,Rice,Happy,borer,01-03-2025,1,3613.92,65,33.37,10.36
Punjab,Soybean,Fear,borer,27-04-2025,1,9278.84,143,26.48,14.07
Maharashtra,Sugarcane,Sad,no issue,20-05-2025,1,7166.45,108,27.31,13.07
Punjab,Wheat,Sad,rust,27-02-2025,1,6785.18,104,29.74,9.64
Maharashtra,Rice,Neutral,borer,12-02-2025,0,4609.94,85,24.23,3.74
Telangana,Wheat,Happy,rust,26-03-2025,-1,7845.49,101,29.58,11.82
Gujarat,Pulses,Positive,blight,12-01-2025,1,4113.67,77,32.59,0.78
Maharashtra,Maize,Positive,infection,08-03-2025,0,9457.13,101,31.99,11.27
Karnataka,Sugarcane,Negative,blight,25-04-2025,0,7245.68,111,23.41,16.61
Maharashtra,Maize,Neutral,no issue,18-06-2025,1,6709.18,147,26.85,9.07
Maharashtra,Wheat,Happy,rust,09-04-2025,-1,3822.18,106,37.19,10.09
Tamil Nadu,Maize,Negative,infection,02-05-2025,0,9311.26,150,30.63,15.05
Karnataka,Millets,Neutral,no issue,19-05-2025,-1,8513.26,139,33.57,8.63
Tamil Nadu,Soybean,Positive,healthy crop,20-04-2025,0,4606.4,148,27.62,11.78
Gujarat,Wheat,Fear,infection,07-03-2025,-1,6193.49,50,25.67,17.54
Tamil Nadu,Sugarcane,Happy,pest attack,02-01-2025,-1,6922.34,40,27.5,4.11
Punjab,Soybean,Fear,aphid,28-01-2025,-1,3853.13,72,25.23,10.72
Maharashtra,Soybean,Sad,rust,22-02-2025,0,5892.6,111,23.57,11.18
Tamil Nadu,Sugarcane,Sad,no issue,30-03-2025,1,8598.99,77,37.1,13.19
Gujarat,Cotton,Angry,infection,26-01-2025,0,4501.21,93,36.02,12.28
Gujarat,Rice,Neutral,rust,12-06-2025,1,3155.25,78,29.43,12
Karnataka,Wheat,Sad,blight,05-04-2025,0,3560.28,99,38.61,8.01
Gujarat,Sugarcane,Positive,infection,13-06-2025,-1,6358.44,124,38.62,10.36
Andhra Pradesh,Rice,Happy,no issue,13-02-2025,1,7890.12,143,20.01,3.15
Telangana,Pulses,Optimistic,rust,14-04-2025,-1,6899.01,134,34.07,18.38
Maharashtra,Sugarcane,Optimistic,aphid,12-03-2025,1,4876.68,118,38.59,11.5
Telangana,Maize,Fear,healthy crop,28-01-2025,-1,6709.78,83,38.94,16.06
Telangana,Sugarcane,Angry,rust,25-05-2025,1,6534.06,103,39.22,9.18
Tamil Nadu,Rice,Angry,disease,08-03-2025,-1,3246.15,68,33.54,4.6
Telangana,Pulses,Optimistic,healthy crop,18-05-2025,1,3334.5,91,25.75,7.98
Gujarat,Soybean,Negative,healthy crop,15-02-2025,0,6335.89,123,25.38,18.94
Gujarat,Cotton,Angry,blight,02-03-2025,1,8422.55,86,24.58,16.7
Punjab,Soybean,Neutral,disease,31-01-2025,-1,9206.15,124,29.85,0.13
Punjab,Rice,Angry,aphid,08-06-2025,0,5207.92,123,37.38,9.82
Punjab,Sugarcane,Fear,blight,28-05-2025,1,4102.87,114,29.57,10.82
Maharashtra,Soybean,Fear,infection,28-04-2025,0,9835.55,108,26.31,0.17
Gujarat,Cotton,Fear,no issue,26-01-2025,0,5278.05,83,23.74,5.26
Telangana,Millets,Optimistic,aphid,17-02-2025,0,6491.39,139,35.04,7.3
Tamil Nadu,Sugarcane,Angry,infection,27-05-2025,0,3917.97,79,36.28,14.42
Punjab,Cotton,Fear,rust,20-02-2025,0,4020.91,69,29.46,0.19
Tamil Nadu,Millets,Neutral,healthy crop,17-05-2025,0,8043.92,88,25.02,17.17
Karnataka,Pulses,Negative,infection,16-01-2025,1,4659.13,140,21.93,14.89
Telangana,Soybean,Optimistic,healthy crop,23-05-2025,-1,9371.37,42,28.24,7.02
Gujarat,Cotton,Neutral,wilt,01-04-2025,-1,5073.54,139,34.73,17.79
Tamil Nadu,Sugarcane,Angry,infection,12-02-2025,1,7769.78,113,32.63,11.43
Punjab,Wheat,Negative,infection,29-03-2025,1,4760.9,97,34.21,12.11
Tamil Nadu,Sugarcane,Angry,aphid,31-05-2025,0,6646.55,71,23.68,0.46
Gujarat,Cotton,Sad,disease,23-02-2025,0,4168.37,58,38.74,9.46
Karnataka,Rice,Fear,healthy crop,22-01-2025,-1,3503.88,50,33.1,17.71
Telangana,Cotton,Happy,wilt,24-04-2025,-1,7259.11,61,20.57,13.27
Punjab,Soybean,Angry,borer,19-05-2025,0,9544,67,39.39,13.95
Andhra Pradesh,Millets,Fear,healthy crop,13-06-2025,0,7476.7,94,29.63,4.54
Karnataka,Millets,Sad,aphid,16-04-2025,0,4818.65,50,30.47,15.17
Andhra Pradesh,Soybean,Sad,borer,17-05-2025,-1,2773.8,136,29.54,0.18
Tamil Nadu,Sugarcane,Happy,pest attack,21-05-2025,1,5797.85,131,28.74,5
Gujarat,Pulses,Fear,blight,09-03-2025,1,3779.53,126,35.29,18.2
Punjab,Sugarcane,Sad,healthy crop,10-03-2025,0,5890.33,73,22.73,2.21
Tamil Nadu,Millets,Sad,no issue,06-05-2025,0,4314.53,56,39.39,0.44
Karnataka,Sugarcane,Sad,infection,23-04-2025,0,8089.75,69,20.29,4.34
Tamil Nadu,Sugarcane,Angry,aphid,29-04-2025,1,7984.89,70,36.87,19.03
Karnataka,Sugarcane,Fear,disease,20-05-2025,0,6291.03,82,36.35,16.57
Karnataka,Cotton,Fear,borer,05-03-2025,-1,8056.63,98,34.71,1.88
Gujarat,Cotton,Angry,rust,24-06-2025,1,10015.74,80,32.58,0.84
Maharashtra,Wheat,Sad,borer,13-06-2025,1,5263.78,66,37.27,4.36
Karnataka,Cotton,Fear,aphid,04-01-2025,1,4326.74,75,27.92,4.86
Karnataka,Millets,Neutral,aphid,23-01-2025,1,4941.04,147,32.37,18.62
Punjab,Rice,Positive,aphid,15-06-2025,0,4077.43,63,22.52,4.65
Maharashtra,Soybean,Angry,blight,06-01-2025,0,7824.75,67,25.01,0.79
Gujarat,Millets,Sad,healthy crop,28-06-2025,1,6643.98,129,26.95,14.65
Telangana,Maize,Negative,healthy crop,09-02-2025,1,6409.57,129,27.34,0.01
Gujarat,Pulses,Neutral,pest attack,08-06-2025,-1,8742.6,70,26.41,1.27
Maharashtra,Pulses,Happy,healthy crop,24-06-2025,-1,6272.55,118,25.66,8.2
Telangana,Wheat,Negative,healthy crop,18-06-2025,0,3466.76,66,23.57,0.63
Karnataka,Millets,Happy,disease,09-01-2025,1,7264.35,144,29.8,12.48
Maharashtra,Sugarcane,Positive,aphid,26-02-2025,1,7355.85,86,33.11,18.57
Punjab,Wheat,Angry,pest attack,03-04-2025,-1,6618.49,93,36.44,15.88
Karnataka,Sugarcane,Positive,disease,19-03-2025,0,3545.55,116,21.94,14.5
Maharashtra,Pulses,Happy,blight,15-05-2025,0,7598.14,72,31.17,11.16
Gujarat,Wheat,Optimistic,borer,29-06-2025,1,7933.26,81,35.85,11
Maharashtra,Soybean,Neutral,healthy crop,03-06-2025,1,6271.55,100,31,19.94
Punjab,Soybean,Fear,rust,24-03-2025,1,7471.52,87,27.5,11
Gujarat,Sugarcane,Optimistic,borer,25-04-2025,0,9718.77,54,39.66,11.92
Maharashtra,Maize,Sad,pest attack,18-03-2025,0,9890.76,90,20.43,16.44
Gujarat,Sugarcane,Neutral,disease,10-01-2025,-1,6091.37,73,27.34,11.64
Andhra Pradesh,Sugarcane,Sad,disease,27-05-2025,-1,5515.01,133,21.54,6.49
Tamil Nadu,Maize,Angry,no issue,25-01-2025,1,7326.7,153,36.17,7.63
Punjab,Rice,Optimistic,aphid,22-04-2025,1,6189.22,158,24.53,13.06
Maharashtra,Rice,Fear,pest attack,20-03-2025,1,6834.55,132,22.99,10.05
Andhra Pradesh,Maize,Positive,rust,25-04-2025,1,8484.93,71,24.44,5.8
Tamil Nadu,Maize,Neutral,aphid,22-01-2025,0,6330.98,120,27.98,1.7
Maharashtra,Pulses,Neutral,infection,04-05-2025,1,7112.65,143,31.43,11.22
Gujarat,Cotton,Happy,disease,10-03-2025,1,8602.09,133,21.79,13.43
Tamil Nadu,Soybean,Optimistic,blight,24-03-2025,1,5642.76,158,26.1,19.75
Maharashtra,Millets,Neutral,borer,12-01-2025,-1,9322.79,127,27.48,15.15
Punjab,Wheat,Negative,pest attack,04-03-2025,0,9642.59,86,20.27,13.88
Karnataka,Sugarcane,Angry,borer,06-01-2025,-1,5075.13,67,24.08,10.47
Telangana,Millets,Neutral,pest attack,07-04-2025,1,7313.74,65,25.11,1.2
Andhra Pradesh,Sugarcane,Positive,borer,17-06-2025,0,9616.24,134,25.43,17.04
Gujarat,Soybean,Negative,pest attack,16-03-2025,-1,8841.99,69,39.6,10.17
Gujarat,Wheat,Optimistic,borer,02-06-2025,0,6720.92,114,39.34,11.21
Gujarat,Rice,Positive,blight,16-05-2025,0,5134.49,145,23.14,6.94
Telangana,Soybean,Sad,blight,09-05-2025,0,4931.15,82,37.57,17.81
Punjab,Rice,Sad,blight,08-02-2025,-1,5213.93,57,21.76,7.64
Gujarat,Cotton,Fear,blight,27-05-2025,0,4069.24,127,26.59,10.84
Andhra Pradesh,Maize,Happy,infection,21-03-2025,0,7819.72,67,28.6,18.18
Punjab,Maize,Neutral,aphid,18-01-2025,1,7191.1,75,23.68,16.79
Andhra Pradesh,Rice,Optimistic,rust,16-04-2025,0,5123.44,131,38.67,5.48
Punjab,Cotton,Negative,infection,17-02-2025,1,3480.58,138,25.34,11.34
Andhra Pradesh,Cotton,Happy,pest attack,02-04-2025,0,3556.33,67,30.05,12.09
Gujarat,Soybean,Neutral,rust,06-05-2025,0,6316.93,78,20.64,15.29
Karnataka,Sugarcane,Fear,blight,21-06-2025,1,10169.26,68,23.54,19.09
Tamil Nadu,Millets,Optimistic,borer,05-03-2025,0,5992.89,127,34.71,7.61
Telangana,Pulses,Positive,healthy crop,28-01-2025,-1,5895.87,45,37.56,4.91
Maharashtra,Pulses,Positive,healthy crop,10-04-2025,-1,6386.76,46,23.8,8.79
Telangana,Sugarcane,Angry,infection,19-04-2025,1,5344.74,148,30.34,2.84
Punjab,Millets,Negative,healthy crop,29-01-2025,0,4258.4,139,30.93,7.86
Telangana,Millets,Positive,infection,27-04-2025,1,7374.74,85,37.65,1.8
Telangana,Maize,Negative,disease,30-01-2025,-1,7716.77,50,30.48,7.68
Punjab,Maize,Fear,healthy crop,08-04-2025,-1,3173.17,82,31.31,13.19
Andhra Pradesh,Maize,Neutral,infection,14-01-2025,-1,5775.17,138,39.22,5.78
Andhra Pradesh,Wheat,Neutral,blight,01-01-2025,0,7357.92,108,29.95,9.97
Punjab,Rice,Angry,blight,25-02-2025,0,7122.04,102,28.84,12.02
Karnataka,Cotton,Sad,no issue,10-06-2025,0,6902.84,56,23.7,1.1
Telangana,Rice,Neutral,pest attack,20-06-2025,0,7046.65,92,38.41,0.98
Tamil Nadu,Maize,Neutral,wilt,06-06-2025,1,7866.44,133,35.75,3.55
Tamil Nadu,Soybean,Positive,disease,18-03-2025,0,5259.75,58,35.17,16.87
Karnataka,Sugarcane,Angry,infection,01-02-2025,0,7862.34,117,28.28,4.2
Andhra Pradesh,Rice,Negative,no issue,11-06-2025,1,6820.16,152,33.77,18.68
Gujarat,Sugarcane,Fear,no issue,23-03-2025,0,4817.62,129,27.08,2.59
Maharashtra,Millets,Angry,borer,16-02-2025,0,9185.65,87,39.59,0.03
Karnataka,Millets,Negative,blight,07-06-2025,1,10175.72,102,26.99,16.12
Andhra Pradesh,Rice,Happy,wilt,07-03-2025,1,8692.92,124,31,15.34
Karnataka,Soybean,Optimistic,rust,26-05-2025,-1,7206.13,62,23.88,16.68
Gujarat,Millets,Angry,pest attack,15-06-2025,1,4081.35,118,37.84,10.74
Telangana,Millets,Fear,pest attack,14-05-2025,0,5095.41,90,31.1,0.37
Maharashtra,Soybean,Optimistic,disease,08-02-2025,-1,4856.99,88,32.53,16.85
Maharashtra,Pulses,Neutral,no issue,30-01-2025,0,9052.16,140,37.16,14.2
Telangana,Pulses,Negative,borer,02-03-2025,1,5866.98,98,24.32,6.05
Karnataka,Soybean,Positive,blight,24-01-2025,0,6106.42,111,38.1,3.08
Telangana,Millets,Sad,aphid,06-02-2025,0,8386.37,116,33.53,2.65
Gujarat,Rice,Angry,rust,14-05-2025,0,3810.85,55,33.74,11.89
Karnataka,Soybean,Angry,pest attack,27-01-2025,-1,6412.25,79,20.45,15.17
Gujarat,Cotton,Optimistic,blight,19-02-2025,-1,4799.52,138,28.82,2.35
Andhra Pradesh,Maize,Sad,disease,04-01-2025,-1,9496.16,53,24.13,7.01
Telangana,Sugarcane,Neutral,wilt,27-05-2025,-1,4599.53,118,37.84,10.81
Karnataka,Maize,Positive,borer,22-06-2025,-1,3176.47,51,28.53,3.58
Maharashtra,Millets,Optimistic,wilt,27-03-2025,-1,8479.51,125,36.19,1.57
Punjab,Millets,Neutral,disease,28-06-2025,0,6277.93,137,32.89,15.33
Tamil Nadu,Cotton,Happy,infection,07-06-2025,-1,4633.68,63,33.99,13.3
Punjab,Soybean,Angry,borer,08-01-2025,0,3457.56,111,29.22,3.42
Punjab,Soybean,Neutral,healthy crop,27-01-2025,1,6082.66,73,26.52,12.99
Punjab,Sugarcane,Angry,rust,01-06-2025,0,5894.09,120,23.18,9.65
Karnataka,Soybean,Happy,no issue,21-04-2025,0,8490.2,150,26.84,13.88
Andhra Pradesh,Wheat,Angry,disease,01-06-2025,-1,7007.45,52,36.44,3.52
Tamil Nadu,Wheat,Negative,no issue,08-04-2025,-1,5062.86,47,21.81,16.34
Maharashtra,Rice,Neutral,infection,26-04-2025,-1,6540.79,113,28.94,4.11
Telangana,Sugarcane,Sad,rust,30-03-2025,-1,9715.48,118,39.73,8.08
Andhra Pradesh,Sugarcane,Positive,aphid,21-05-2025,-1,9675.13,111,36.42,7.18
Punjab,Sugarcane,Positive,blight,21-04-2025,-1,7736.7,80,34.24,8.12
Tamil Nadu,Cotton,Neutral,borer,05-02-2025,-1,4140.67,86,36.8,3.09
Punjab,Maize,Neutral,pest attack,19-01-2025,-1,7409.93,102,33.16,19.5
Andhra Pradesh,Wheat,Neutral,rust,27-04-2025,0,9255.08,104,32.46,9.09
Tamil Nadu,Millets,Fear,aphid,27-02-2025,-1,4079.62,113,29.96,14.62
Gujarat,Sugarcane,Fear,healthy crop,28-05-2025,0,5568.79,122,29.67,7.37
Maharashtra,Millets,Negative,infection,15-05-2025,0,9885.05,149,25.59,10.34
Maharashtra,Wheat,Happy,borer,11-06-2025,0,8191.8,59,33.68,10.78
Maharashtra,Sugarcane,Positive,aphid,17-05-2025,-1,8255.92,105,38.12,11.48
Telangana,Pulses,Optimistic,wilt,16-03-2025,1,4411.57,136,34.99,14.54
Maharashtra,Sugarcane,Positive,borer,29-05-2025,0,4183.55,87,36.18,12.49
Telangana,Millets,Negative,infection,10-05-2025,-1,3281.28,72,22.65,5.62
Punjab,Sugarcane,Positive,disease,04-06-2025,1,4440.65,79,33.18,7.4
Andhra Pradesh,Sugarcane,Happy,borer,16-02-2025,1,8868.01,103,39.68,19.35
Maharashtra,Maize,Angry,rust,09-04-2025,-1,4477.6,121,23.35,11.56
Punjab,Soybean,Positive,wilt,30-01-2025,-1,3174.86,100,26.03,14.92
Punjab,Cotton,Fear,rust,02-05-2025,1,5044.46,115,20.24,18.54
Tamil Nadu,Pulses,Optimistic,healthy crop,24-06-2025,1,9810.57,128,32.75,19.12
Tamil Nadu,Sugarcane,Optimistic,wilt,10-03-2025,-1,8465.15,114,27.82,15.46
Gujarat,Cotton,Happy,healthy crop,28-03-2025,-1,7445.38,80,30.95,13.46
Punjab,Wheat,Positive,rust,26-01-2025,0,6676.85,94,24.39,5.67
Andhra Pradesh,Rice,Positive,no issue,24-01-2025,0,3398.17,77,39.01,12.76
Gujarat,Wheat,Negative,no issue,03-02-2025,0,5631.71,132,31.32,19.34
Karnataka,Maize,Sad,wilt,30-04-2025,0,7623.34,108,38.45,5.53
Tamil Nadu,Soybean,Sad,infection,19-01-2025,0,4941.01,99,26.65,1.2
Punjab,Sugarcane,Neutral,borer,18-01-2025,1,6727.77,138,27.85,12.91
Karnataka,Maize,Fear,blight,07-06-2025,-1,7220.85,131,25.18,0.7
Karnataka,Sugarcane,Angry,pest attack,08-05-2025,-1,3813.91,44,33.29,5.33
Gujarat,Soybean,Fear,no issue,01-01-2025,1,6895.66,122,29.56,8.08
Gujarat,Wheat,Happy,pest attack,09-04-2025,1,9942.68,121,22.42,10.71
